id,related_id,slug,title,presenterDisplayName
574651,831,thelma_golden_how_art_gives_shape_to_cultural_change,How art gives shape to cultural change,Thelma Golden
574651,1169,shea_hembrey_how_i_became_100_artists,How I became 100 artists,Shea Hembrey
574333,148406,david_suh_and_molly_graham_what_is_true_confidence_a_photographer_and_a_brand_builder_answer,What is true confidence? A photographer and a brand builder answer,David Suh and Molly Graham
574333,140233,stephanie_r_yates_anyabwile_your_relationship_expectations_could_be_holding_you_back,Your relationship expectations could be holding you back,Stephanie R. Yates-Anyabwile
574333,144334,baron_ryan_confessions_of_a_recovering_people_pleaser,Confessions of a recovering people pleaser,Baron Ryan
574333,1557,vikram_patel_mental_health_for_all_by_involving_all,Mental health for all by involving all,Vikram Patel
574333,2739,sangu_delle_there_s_no_shame_in_taking_care_of_your_mental_health,There's no shame in taking care of your mental health,Sangu Delle
574333,9463,susan_david_the_gift_and_power_of_emotional_courage,The gift and power of emotional courage,Susan David
573922,125407,dan_kwartler_one_of_the_world_s_oldest_condiments,One of the world’s oldest condiments,Dan Kwartler
573922,104173,andrew_smith_why_do_we_eat_popcorn_at_the_movies,Why do we eat popcorn at the movies?,Andrew Smith
573922,55275,rod_phillips_a_brief_history_of_alcohol,A brief history of alcohol,Rod Phillips
579601,148236,navied_mahdavian_how_art_helped_me_grapple_with_grief,How art helped me grapple with grief,Navied Mahdavian
579601,139080,lily_yeh_how_art_transforms_brokenness_into_beauty,How art transforms brokenness into beauty,Lily Yeh
579601,147771,joshua_schachter_how_i_turned_frustration_into_creative_success,How I turned frustration into creative success,Joshua Schachter
579601,1747,phil_hansen_embrace_the_shake,Embrace the shake,Phil Hansen
579601,1169,shea_hembrey_how_i_became_100_artists,How I became 100 artists,Shea Hembrey
579601,831,thelma_golden_how_art_gives_shape_to_cultural_change,How art gives shape to cultural change,Thelma Golden
574284,148411,jeffrey_t_reed_can_ai_help_us_speak_with_wolves,Can AI help us speak with wolves?,Jeffrey T. Reed
574284,148380,theresa_fyffe_a_new_lifeline_for_the_world_s_coral_reefs,A new lifeline for the world's coral reefs,Theresa Fyffe
574284,127367,rebecca_mcmackin_let_your_garden_grow_wild,Let your garden grow wild,Rebecca McMackin
574284,1683,allan_savory_how_to_fight_desertification_and_reverse_climate_change,How to fight desertification and reverse climate change,Allan Savory
574284,1532,becci_manson_re_touching_lives_through_photos,(Re)touching lives through photos,Becci Manson
574284,274,clay_shirky_institutions_vs_collaboration,Institutions vs. collaboration,Clay Shirky
573859,107413,stephanie_honchell_smith_6_myths_about_the_middle_ages_that_everyone_believes,6 myths about the Middle Ages that everyone believes,Stephanie Honchell Smith
573859,44216,janelle_peters_the_romans_flooded_the_colosseum_for_sea_battles,The Romans flooded the Colosseum for sea battles,Janelle Peters
573859,29668,fiona_radford_from_enslavement_to_rebel_gladiator_the_life_of_spartacus,From enslavement to rebel gladiator: The life of Spartacus ,Fiona Radford
571629,135443,chris_duffy_how_to_find_laughter_anywhere,How to find laughter anywhere,Chris Duffy
571629,116646,melissa_villasenor_how_i_found_myself_by_impersonating_other_people,How I found myself — by impersonating other people,Melissa Villaseñor
571629,127049,jordan_klepper_a_comedian_s_take_on_how_to_save_democracy,A comedian's take on how to save democracy,Jordan Klepper
571629,934,jamil_abu_wardeh_the_axis_of_evil_middle_east_comedy_tour,The Axis of Evil Middle East Comedy Tour,Jamil Abu-Wardeh
571629,1365,chris_bliss_comedy_is_translation,Comedy is translation,Chris Bliss
571629,2521,negin_farsad_a_highly_scientific_taxonomy_of_haters,A highly scientific taxonomy of haters,Negin Farsad
574280,139964,shu_takada_yo_have_you_ever_seen_a_yo_yo_dance_like_this,Yo! Have you ever seen a yo-yo dance like this?,Shu Takada
574280,133460,catie_cuan_next_up_for_ai_dancing_robots,Next up for AI? Dancing robots,Catie Cuan
574280,147591,heavy_boots_a_dance_that_turns_like_a_machine,A dance that turns like a machine,HEAVY BOOTS
574280,1235,danielle_de_niese_a_flirtatious_aria,A flirtatious aria,Danielle de Niese
574280,786,the_lxd_in_the_internet_age_dance_evolves,"In the Internet age, dance evolves ...",The LXD
574280,2589,camille_a_brown_a_visual_history_of_social_dance_in_25_moves,A visual history of social dance in 25 moves,Camille A. Brown
574331,116453,amy_baxter_how_to_hack_your_brain_when_you_re_in_pain,How to hack your brain when you're in pain,Amy Baxter
574331,148236,navied_mahdavian_how_art_helped_me_grapple_with_grief,How art helped me grapple with grief,Navied Mahdavian
574331,148406,david_suh_and_molly_graham_what_is_true_confidence_a_photographer_and_a_brand_builder_answer,What is true confidence? A photographer and a brand builder answer,David Suh and Molly Graham
574331,2076,rishi_manchanda_what_makes_us_get_sick_look_upstream,What makes us get sick? Look upstream,Rishi Manchanda
574331,1711,eric_dishman_health_care_should_be_a_team_sport,Health care should be a team sport,Eric Dishman
574331,1475,rebecca_onie_what_if_our_health_care_system_kept_us_healthy,What if our health care system kept us healthy?,Rebecca Onie
574229,18512,elizabeth_cox_what_causes_hallucinations,What causes hallucinations?,Elizabeth Cox
574229,53523,anees_bahji_is_marijuana_bad_for_your_brain,Is marijuana bad for your brain?,Anees Bahji
574229,19172,joelle_rabow_maletis_the_psychology_of_post_traumatic_stress_disorder,The psychology of post-traumatic stress disorder,Joelle Rabow Maletis
568837,88135,katherine_maher_what_wikipedia_teaches_us_about_balancing_truth_and_beliefs,What Wikipedia teaches us about balancing truth and beliefs,Katherine Maher
568837,23875,ram_neta_how_do_you_know_whom_to_trust,How do you know whom to trust?,Ram Neta
568837,138367,peter_pomerantsev_how_to_fight_and_win_an_information_war_sep_2024,How to fight (and win) an information war,Peter Pomerantsev
568837,1612,jeff_hancock_the_future_of_lying,The future of lying,Jeff Hancock
568837,763,peter_eigen_how_to_expose_the_corrupt,How to expose the corrupt,Peter Eigen
568837,1673,afra_raymond_three_myths_about_corruption,Three myths about corruption,Afra Raymond
574435,141559,vidhya_ramalingam_the_real_world_danger_of_online_myths,The real-world danger of online myths,Vidhya Ramalingam
574435,17237,yasmin_green_how_technology_can_fight_extremism_and_online_harassment,How technology can fight extremism and online harassment,Yasmin Green
574435,108174,ordinary_things_who_owns_the_internet_of_the_future,Who owns the internet of the future?,Ordinary Things
574435,2061,tim_berners_lee_a_magna_carta_for_the_web,A Magna Carta for the web,Tim Berners-Lee
574435,1581,ryan_merkley_online_video_annotated_remixed_and_popped,"Online video -- annotated, remixed and popped",Ryan Merkley
574435,1436,gary_kovacs_tracking_our_online_trackers,Tracking our online trackers,Gary Kovacs
573663,112357,tony_long_the_outlaws_of_the_ocean_and_how_we_re_reeling_them_in,The outlaws of the ocean — and how we're reeling them in,Tony Long
573663,107690,michael_middlebrooks_the_fantastically_weird_world_of_photosynthetic_sea_slugs,The fantastically weird world of photosynthetic sea slugs,Michael Middlebrooks
573663,125466,susan_lozier_is_climate_change_slowing_down_the_ocean,Is climate change slowing down the ocean?,Susan Lozier
573663,2823,kristen_marhaver_why_i_still_have_hope_for_coral_reefs,Why I still have hope for coral reefs,Kristen Marhaver
573663,2385,kristen_marhaver_how_we_re_growing_baby_corals_to_rebuild_reefs,How we're growing baby corals to rebuild reefs,Kristen Marhaver
573663,854,enric_sala_glimpses_of_a_pristine_ocean,Glimpses of a pristine ocean,Enric Sala
574502,125221,slava_balbek_how_to_design_for_dignity_during_times_of_war,How to design for dignity during times of war,Slava Balbek
574502,146928,ian_bremmer_trump_europe_ukraine_and_the_uncertain_world_order,"Trump, Europe, Ukraine and the uncertain world order",Ian Bremmer
574502,1766,daniel_suarez_the_kill_decision_shouldn_t_belong_to_a_robot,The kill decision shouldn't belong to a robot,Daniel Suarez
574502,1250,guy_philippe_goldstein_how_cyberattacks_threaten_real_world_peace,How cyberattacks threaten real-world peace,Guy-Philippe Goldstein
574502,504,p_w_singer_military_robots_and_the_future_of_war,Military robots and the future of war,P.W. Singer
574502,1255,malcolm_gladwell_the_strange_tale_of_the_norden_bombsight,The strange tale of the Norden bombsight,Malcolm Gladwell
587169,123281,golriz_lucina_fight_for_justice_even_if_you_don_t_live_to_see_it,Fight for justice — even if you don't live to see it,Golriz Lucina
587169,148340,lei_cheng_what_i_learned_about_freedom_in_a_secret_chinese_prison,What I learned about freedom in a secret Chinese prison,Lei Cheng
587169,100183,georgette_bennett_3_steps_to_build_peace_and_create_meaningful_change,3 steps to build peace and create meaningful change,Georgette Bennett
587169,1059,martin_jacques_understanding_the_rise_of_china,Understanding the rise of China,Martin Jacques
587169,1523,michael_anti_behind_the_great_firewall_of_china,Behind the Great Firewall of China,Michael Anti
587169,1236,yang_lan_the_generation_that_s_remaking_china,The generation that's remaking China,Yang Lan
574180,91371,kayla_wolf_the_biggest_mistakes_in_mapmaking_history,The biggest mistakes in mapmaking history,Kayla Wolf
574180,79305,lukas_rieppel_the_most_notorious_scientific_feud_in_history,The most notorious scientific feud in history,Lukas Rieppel
574180,23877,carl_zimmer_how_did_feathers_evolve,How did feathers evolve?,Carl Zimmer
572800,46598,yeonmi_park_what_i_learned_about_freedom_after_escaping_north_korea,What I learned about freedom after escaping North Korea,Yeonmi Park
572800,110800,golshifteh_farahani_woman_life_freedom_in_iran_and_what_it_means_for_the_rest_of_the_world,"""Woman, Life, Freedom"" in Iran — and what it means for the rest of the world",Golshifteh Farahani
572800,11486,deanna_van_buren_what_a_world_without_prisons_could_look_like,What a world without prisons could look like,Deanna Van Buren
572800,2057,dan_pacholke_how_prisons_can_help_inmates_live_meaningful_lives,How prisons can help inmates live meaningful lives,Dan Pacholke
572800,2163,cristina_domenech_poetry_that_frees_the_soul,Poetry that frees the soul,Cristina Domenech
572800,6671,peter_ouko_from_death_row_to_law_graduate,From death row to law graduate,Peter Ouko
574288,141060,snow_raven_how_i_imitate_nature_s_voices,How I imitate nature's voices,Snow Raven
574288,114534,karen_bakker_could_an_orca_give_a_ted_talk,Could an orca give a TED Talk?,Karen Bakker
574288,148343,rob_bredow_the_artist_driven_innovation_behind_the_films_we_love,The artist-driven innovation behind the films we love,Rob Bredow
574288,2841,tom_gruber_how_ai_can_enhance_our_memory_work_and_social_lives,"How AI can enhance our memory, work and social lives",Tom Gruber
574288,17851,max_tegmark_how_to_get_empowered_not_overpowered_by_ai,"How to get empowered, not overpowered, by AI",Max Tegmark
574288,2645,kevin_kelly_how_ai_can_bring_on_a_second_industrial_revolution,How AI can bring on a second Industrial Revolution,Kevin Kelly
574189,136281,yara_shahidi_and_anil_seth_what_makes_you_you_an_actor_and_a_neuroscientist_answer,What makes you “you”? An actor and a neuroscientist answer,Yara Shahidi and Anil Seth
574189,141871,david_suh_why_body_language_is_the_key_to_self_expression_and_hot_selfies,Why body language is the key to self-expression — and hot selfies,David Suh
574189,140319,molly_graham_forget_the_corporate_ladder_winners_take_risks,Forget the corporate ladder — winners take risks,Molly Graham
574189,324,david_griffin_how_photography_connects_us,How photography connects us,David Griffin
574189,1353,erik_johansson_impossible_photography,Impossible photography,Erik Johansson
574189,3257,uldus_bakhtiozina_portraits_that_transform_people_into_whatever_they_want_to_be,Portraits that transform people into whatever they want to be,Uldus Bakhtiozina
587173,97662,melodie_yashar_how_to_build_for_human_life_on_mars,How to build for human life on Mars,Melodie Yashar
587173,148399,ariel_ekblaw_how_to_build_in_space_for_life_on_earth,How to build in space for life on Earth,Ariel Ekblaw
587173,6286,xavier_de_kestelier_adventures_of_an_interplanetary_architect,Adventures of an interplanetary architect,Xavier De Kestelier
587173,174,norman_foster_my_green_agenda_for_architecture,My green agenda for architecture,Norman Foster
587173,589,daniel_libeskind_17_words_of_architectural_inspiration,17 words of architectural inspiration,Daniel Libeskind
587173,1854,xavier_vilalta_architecture_at_home_in_its_community,Architecture at home in its community,Xavier Vilalta
573975,157513,ariel_ekblaw_beyond_the_talk_ariel_ekblaw_in_conversation_with_elise_hu,Beyond the Talk: Ariel Ekblaw in conversation with Elise Hu,Ariel Ekblaw
573975,137793,nour_e_rawafi_the_probe_on_a_mission_to_touch_the_sun,The probe on a mission to touch the Sun,Nour E. Rawafi
573975,107691,phnam_bagley_gourmet_food_for_the_final_frontier,Gourmet food for the final frontier,Phnam Bagley
573975,589,daniel_libeskind_17_words_of_architectural_inspiration,17 words of architectural inspiration,Daniel Libeskind
573975,24024,tucker_hiatt_how_fast_are_you_moving_right_now,How fast are you moving right now?,Tucker Hiatt
573975,654,sam_martin_claim_your_manspace,"Claim your ""manspace""",Sam Martin
572458,98560,shannon_odell_what_s_the_smartest_age,What's the smartest age?,Shannon Odell
572458,120819,ted_ed_how_to_make_smart_decisions_more_easily,How to make smart decisions more easily, TED-Ed
572458,148359,shannon_odell_the_clever_trick_used_by_sports_betting_apps,The clever trick used by sports betting apps,Shannon Odell
568749,145336,rosie_sargeant_why_joy_and_flexibility_are_good_for_business,Why joy and flexibility are good for business,Rosie Sargeant
568749,132055,adam_whybrew_why_you_should_talk_about_your_anxiety_at_work,Why you should talk about your anxiety at work,Adam Whybrew
568749,97793,gloria_chan_packer_work_is_not_your_family_sep_2022,Work is not your family,Gloria Chan Packer
568749,1837,michael_porter_the_case_for_letting_business_solve_social_problems,The case for letting business solve social problems,Michael Porter
568749,1557,vikram_patel_mental_health_for_all_by_involving_all,Mental health for all by involving all,Vikram Patel
568749,1850,steve_howard_let_s_go_all_in_on_selling_sustainability,Let's go all-in on selling sustainability,Steve Howard
574026,148344,adam_aleksic_are_we_cooked_how_social_media_shapes_your_language,Are we cooked? How social media shapes your language,Adam Aleksic
574026,24343,patrickjmt_the_origin_of_countless_conspiracy_theories,The origin of countless conspiracy theories,PatrickJMT
574026,148376,angus_hervey_is_this_the_time_of_monsters_or_miracles,Is this the time of monsters — or miracles?,Angus Hervey
574026,2032,naomi_oreskes_why_we_should_trust_scientists,Why we should trust scientists,Naomi Oreskes
574026,1485,e_o_wilson_advice_to_a_young_scientist,Advice to a young scientist,E.O. Wilson
574026,1829,onora_o_neill_what_we_don_t_understand_about_trust,What we don't understand about trust,Onora O'Neill
573519,148169,iseult_gillespie_what_earth_in_2125_could_look_like,What Earth in 2125 could look like,Iseult Gillespie
573519,97410,henry_richardson_what_does_the_world_s_largest_machine_do,What does the world's largest machine do?,Henry Richardson 
573519,148348,rachel_yang_how_much_does_it_cost_to_fly_private,How much does it cost to fly private?,Rachel Yang
573565,138323,norah_magero_this_refrigerator_is_saving_lives,This refrigerator is saving lives ,Norah Magero
573565,114285,nicole_rycroft_why_are_we_making_pizza_boxes_out_of_endangered_trees,Why are we making pizza boxes out of endangered trees?,Nicole Rycroft
573565,97780,andrew_ng_how_ai_could_empower_any_business,How AI could empower any business,Andrew Ng
573565,1335,lisa_harouni_a_primer_on_3d_printing,A primer on 3D printing,Lisa Harouni
573565,2563,olivier_scalabre_the_next_manufacturing_revolution_is_here,The next manufacturing revolution is here,Olivier Scalabre
573565,1893,marco_annunziata_welcome_to_the_age_of_the_industrial_internet,Welcome to the age of the industrial internet,Marco Annunziata
573574,130720,angus_hervey_the_good_news_you_might_have_missed,The good news you might have missed,Angus Hervey
573574,148320,xiye_bastida_your_inner_fire_is_your_greatest_strength,Your inner fire is your greatest strength,Xiye Bastida
573574,148289,carole_cadwalladr_this_is_what_a_digital_coup_looks_like,This is what a digital coup looks like,Carole Cadwalladr
573574,24725,faith_osier_the_key_to_a_better_malaria_vaccine,The key to a better malaria vaccine,Faith Osier
573574,1905,mark_kendall_demo_a_needle_free_vaccine_patch_that_s_safer_and_way_cheaper,Demo: A needle-free vaccine patch that's safer and way cheaper,Mark Kendall
573574,824,michael_specter_the_danger_of_science_denial,The danger of science denial,Michael Specter
568747,148236,navied_mahdavian_how_art_helped_me_grapple_with_grief,How art helped me grapple with grief,Navied Mahdavian
568747,147273,leo_villareal_how_light_and_code_can_transform_a_city,How light and code can transform a city,Leo Villareal
568747,139080,lily_yeh_how_art_transforms_brokenness_into_beauty,How art transforms brokenness into beauty,Lily Yeh
568747,1058,heather_knight_silicon_based_comedy,Silicon-based comedy,Heather Knight
568747,1070,cynthia_breazeal_the_rise_of_personal_robots,The rise of personal robots,Cynthia Breazeal
568747,355,rodney_brooks_robots_will_invade_our_lives,Robots will invade our lives,Rodney Brooks
573237,138025,sarah_stroud_and_michael_vazquez_this_could_save_lives_but_are_you_willing_to_do_it,This could save lives— but are you willing to do it?,Sarah Stroud and Michael Vazquez
573237,90685,alex_worsnip_ethical_dilemma_who_should_you_believe,Ethical dilemma: Who should you believe?,Alex Worsnip
573237,65355,george_siedel_and_christine_ladwig_ethical_dilemma_the_burger_murders,Ethical dilemma: The burger murders,George Siedel and Christine Ladwig
573671,148349,duncan_keegan_the_poetry_of_family,The poetry of family,Duncan Keegan
573671,132053,kelly_corrigan_to_love_is_to_be_brave,To love is to be brave,Kelly Corrigan
573671,100915,shannon_odell_the_science_of_falling_in_love,The science of falling in love,Shannon Odell
573671,2595,john_mcwhorter_4_reasons_to_learn_a_new_language,4 reasons to learn a new language,John McWhorter
573671,164,steven_pinker_what_our_language_habits_reveal,What our language habits reveal,Steven Pinker
573671,2028,jamila_lyiscott_3_ways_to_speak_english,3 ways to speak English,Jamila Lyiscott
573611,68727,qiuqing_tai_tiktok_instagram_snapchat_and_the_rise_of_bite_sized_content,"TikTok, Instagram, Snapchat -- and the rise of bite-sized content",Qiuqing Tai
573611,48102,eli_pariser_what_obligation_do_social_media_platforms_have_to_the_greater_good, What obligation do social media platforms have to the greater good?,Eli Pariser
573611,118166,annie_rauwerda_the_joy_of_learning_random_things_on_wikipedia,The joy of learning random things on Wikipedia,Annie Rauwerda
573611,1066,johanna_blakley_social_media_and_the_end_of_gender,Social media and the end of gender,Johanna Blakley
573611,575,clay_shirky_how_social_media_can_make_history,How social media can make history,Clay Shirky
573611,2073,sally_kohn_don_t_like_clickbait_don_t_click,Don't like clickbait? Don't click,Sally Kohn
573161,117868,antonio_machado_allison_what_happens_when_you_fall_into_piranha_infested_waters,What happens when you fall into piranha-infested waters? ,Antonio Machado-Allison
573161,119206,leon_claessens_the_real_reason_dodo_birds_went_extinct,The real reason dodo birds went extinct,Leon Claessens
573161,125113,daniel_nickrent_the_corpse_flower_may_keep_you_up_at_night,The corpse flower may keep you up at night,Daniel Nickrent
573576,148347,alison_darcy_the_mental_health_ai_chatbot_made_for_real_life,The mental health AI chatbot made for real life,Alison Darcy
573576,148309,shahram_izadi_the_next_computer_your_glasses,The next computer? Your glasses,Shahram Izadi
573576,148292,bernt_bornich_meet_neo_your_robot_butler_in_training,"Meet NEO, your robot butler in training",Bernt Børnich
573576,2841,tom_gruber_how_ai_can_enhance_our_memory_work_and_social_lives,"How AI can enhance our memory, work and social lives",Tom Gruber
573576,17851,max_tegmark_how_to_get_empowered_not_overpowered_by_ai,"How to get empowered, not overpowered, by AI",Max Tegmark
573576,1922,alex_wissner_gross_a_new_equation_for_intelligence,A new equation for intelligence,Alex Wissner-Gross
571019,136305,anjan_sundaram_meet_our_planet_s_hidden_defenders,Meet our planet's hidden defenders,Anjan Sundaram
571019,141066,peter_schwartzstein_why_violence_is_rising_with_global_temperatures,Why violence is rising with global temperatures,Peter Schwartzstein
571019,113677,angus_hervey_why_are_we_so_bad_at_reporting_good_news,Why are we so bad at reporting good news?,Angus Hervey
571019,192,david_keith_a_critical_look_at_geoengineering_against_climate_change,A critical look at geoengineering against climate change,David Keith
571019,4463,per_espen_stoknes_how_to_transform_apocalypse_fatigue_into_action_on_global_warming,How to transform apocalypse fatigue into action on global warming,Per Espen Stoknes
571019,2784,ted_halstead_a_climate_solution_where_all_sides_can_win,A climate solution where all sides can win,Ted Halstead
571325,148195,galina_angarova_the_hidden_cost_of_the_green_transition_s_mineral_rush,The hidden cost of the green transition's mineral rush,Galina Angarova
571325,148016,lauren_fadiman_norse_mythology_s_climate_lessons_for_the_future,Norse mythology’s climate lessons for the future,Lauren Fadiman
571325,148015,daniel_zavala_araiza_the_best_way_to_lower_earth_s_temperature_fast,The best way to lower Earth’s temperature — fast,Daniel Zavala-Araiza
571325,192,david_keith_a_critical_look_at_geoengineering_against_climate_change,A critical look at geoengineering against climate change,David Keith
571325,243,al_gore_new_thinking_on_the_climate_crisis,New thinking on the climate crisis,Al Gore
571325,2784,ted_halstead_a_climate_solution_where_all_sides_can_win,A climate solution where all sides can win,Ted Halstead
572872,116828,shannon_odell_this_is_what_happens_when_you_hit_the_gas,This is what happens when you hit the gas,Shannon Odell
572872,121379,shannon_odell_the_rights_you_might_not_realize_you_have,The rights you might not realize you have,Shannon Odell
572872,79275,stefan_al_could_we_build_a_wooden_skyscraper,Could we build a wooden skyscraper?,Stefan Al
573301,116411,bilawal_sidhu_the_ai_powered_tools_supercharging_your_imagination,The AI-powered tools supercharging your imagination,Bilawal Sidhu
573301,148334,avni_patel_thompson_can_ai_help_with_the_chaos_of_family_life,Can AI help with the chaos of family life?,Avni Patel Thompson
573301,129248,mustafa_suleyman_what_is_an_ai_anyway,What is an AI anyway?,Mustafa Suleyman
573301,2841,tom_gruber_how_ai_can_enhance_our_memory_work_and_social_lives,"How AI can enhance our memory, work and social lives",Tom Gruber
573301,17851,max_tegmark_how_to_get_empowered_not_overpowered_by_ai,"How to get empowered, not overpowered, by AI",Max Tegmark
573301,2645,kevin_kelly_how_ai_can_bring_on_a_second_industrial_revolution,How AI can bring on a second Industrial Revolution,Kevin Kelly
569976,54863,jasmine_crowe_what_we_re_getting_wrong_in_the_fight_to_end_hunger,What we're getting wrong in the fight to end hunger,Jasmine Crowe
569976,147773,lamin_jassey_how_industrial_fishing_sinks_communities,How industrial fishing sinks communities,Lamin Jassey
569976,2617,mallory_freeman_your_company_s_data_could_help_end_world_hunger,Your company's data could help end world hunger,Mallory Freeman
569976,1199,josette_sheeran_ending_hunger_now,Ending hunger now,Josette Sheeran
569976,1565,tristram_stuart_the_global_food_waste_scandal,The global food waste scandal,Tristram Stuart
569976,263,mark_bittman_what_s_wrong_with_what_we_eat,What's wrong with what we eat,Mark Bittman
573159,126509,judy_grisel_what_causes_addiction_and_why_is_it_so_hard_to_treat,"What causes addiction, and why is it so hard to treat?",Judy Grisel
573159,145330,shannon_odell_why_you_feel_stuck_and_how_to_get_motivated,Why you feel stuck — and how to get motivated,Shannon Odell
573159,117012,ted_ed_why_is_it_so_hard_to_break_a_bad_habit,Why is it so hard to break a bad habit?,TED-Ed
572821,142043,elise_hu_how_digital_culture_is_reshaping_our_faces_and_bodies,How digital culture is reshaping our faces and bodies,Elise Hu
572821,145078,jenny_hoyos_the_secret_to_telling_a_great_story_in_less_than_60_seconds,The secret to telling a great story — in less than 60 seconds,Jenny Hoyos
572821,118164,luis_von_ahn_how_to_make_learning_as_addictive_as_social_media,How to make learning as addictive as social media,Luis von Ahn
572821,1066,johanna_blakley_social_media_and_the_end_of_gender,Social media and the end of gender,Johanna Blakley
572821,164,steven_pinker_what_our_language_habits_reveal,What our language habits reveal,Steven Pinker
572821,575,clay_shirky_how_social_media_can_make_history,How social media can make history,Clay Shirky
573200,130446,saamra_mekuria_grillo_yes_you_can_be_an_entrepreneur_too,"Yes, you can be an entrepreneur too",Saamra Mekuria-Grillo
573200,142742,amy_shoenthal_how_to_turn_setbacks_into_success,How to turn setbacks into success,Amy Shoenthal
573200,140321,dave_raggio_ask_dumb_questions_embrace_mistakes_and_other_lessons_on_innovation,"Ask dumb questions, embrace mistakes — and other lessons on innovation",Dave Raggio
573200,1685,ron_finley_a_guerrilla_gardener_in_south_central_la,A guerrilla gardener in South Central LA,Ron Finley
573200,263,mark_bittman_what_s_wrong_with_what_we_eat,What's wrong with what we eat,Mark Bittman
573200,1565,tristram_stuart_the_global_food_waste_scandal,The global food waste scandal,Tristram Stuart
572874,148353,sarah_blaffer_hrdy_are_we_still_human_if_robots_help_raise_our_babies,Are we still human if robots help raise our babies?,Sarah Blaffer Hrdy
572874,148352,ndinini_kimesera_sikar_you_are_the_bridge_to_the_next_generation,You are the bridge to the next generation,Ndinini Kimesera Sikar
572874,103816,marisa_g_franco_the_secret_to_making_new_friends_as_an_adult,The secret to making new friends as an adult,Marisa G. Franco
572874,2013,stephen_burt_why_people_need_poetry,Why people need poetry,Stephen Burt
572874,1398,billy_collins_everyday_moments_caught_in_time,"Everyday moments, caught in time",Billy Collins
572874,2411,oscar_schwartz_can_a_computer_write_poetry,Can a computer write poetry?,Oscar Schwartz
568845,98073,miles_zhang_what_s_worse_than_a_wasp_s_sting_murder,What’s worse than a wasp’s sting? Murder,Miles Zhang
568845,84611,steve_rothstein_would_you_raise_the_bird_that_murdered_your_children,Would you raise the bird that murdered your children?,Steve Rothstein
568845,144912,m_alejandra_perotti_you_might_be_surprised_by_what_you_d_find_in_your_pores,You might be surprised by what you'd find in your pores,M. Alejandra Perotti
572597,148353,sarah_blaffer_hrdy_are_we_still_human_if_robots_help_raise_our_babies,Are we still human if robots help raise our babies?,Sarah Blaffer Hrdy
572597,148338,tristan_harris_why_ai_is_our_ultimate_test_and_greatest_invitation,Why AI is our ultimate test and greatest invitation,Tristan Harris
572597,137460,jonathan_haidt_are_smartphones_ruining_childhood,Are smartphones ruining childhood?,Jonathan Haidt
572597,2841,tom_gruber_how_ai_can_enhance_our_memory_work_and_social_lives,"How AI can enhance our memory, work and social lives",Tom Gruber
572597,20368,kai_fu_lee_how_ai_can_save_our_humanity,How AI can save our humanity,Kai-Fu Lee
572597,17851,max_tegmark_how_to_get_empowered_not_overpowered_by_ai,"How to get empowered, not overpowered, by AI",Max Tegmark
572453,98590,tameka_montgomery_5_parenting_tips_for_raising_resilient_self_reliant_kids,"5 parenting tips for raising resilient, self-reliant kids",Tameka Montgomery
572453,148197,sarina_petersen_how_bluey_teaches_adults_to_be_playful_again,"How ""Bluey"" teaches adults to be playful again",Sarina Petersen
572453,137460,jonathan_haidt_are_smartphones_ruining_childhood,Are smartphones ruining childhood?,Jonathan Haidt
572453,1974,jennifer_senior_for_parents_happiness_is_a_very_high_bar,"For parents, happiness is a very high bar",Jennifer Senior
572453,1675,bruce_feiler_agile_programming_for_your_family,Agile programming -- for your family,Bruce Feiler
572453,2120,debra_jarvis_yes_i_survived_cancer_but_that_doesn_t_define_me,"Yes, I survived cancer. But that doesn't define me",Debra Jarvis
572913,148353,sarah_blaffer_hrdy_are_we_still_human_if_robots_help_raise_our_babies,Are we still human if robots help raise our babies?,Sarah Blaffer Hrdy
572913,133290,dorcas_naishorua_lessons_from_people_already_adapting_to_the_climate_crisis,Lessons from people already adapting to the climate crisis,Dorcas Naishorua
572913,132053,kelly_corrigan_to_love_is_to_be_brave,To love is to be brave,Kelly Corrigan
572913,9463,susan_david_the_gift_and_power_of_emotional_courage,The gift and power of emotional courage,Susan David
572913,555,michelle_obama_a_passionate_personal_case_for_education,"A passionate, personal case for education",Michelle Obama
572913,1076,jacqueline_novogratz_inspiring_a_life_of_immersion,Inspiring a life of immersion,Jacqueline Novogratz
568841,71214,mostafa_minawi_the_rise_of_the_ottoman_empire,The rise of the Ottoman Empire,Mostafa Minawi
568841,139077,umit_kurt_ugly_history_the_armenian_genocide,Ugly History: The Armenian Genocide,Ümit Kurt
568841,96171,petra_sijpesteijn_and_birte_kristiansen_the_rise_and_fall_of_the_medieval_islamic_empire,The rise and fall of the medieval Islamic Empire,Petra Sijpesteijn and Birte Kristiansen
572915,116355,becky_kennedy_the_single_most_important_parenting_strategy,The single most important parenting strategy,Becky Kennedy
572915,145676,kasley_killam_why_social_health_is_key_to_happiness_and_longevity,Why social health is key to happiness and longevity,Kasley Killam
572915,96257,reshma_saujani_how_to_reimagine_society_for_working_parents,How to reimagine society for working parents,Reshma Saujani
572915,1070,cynthia_breazeal_the_rise_of_personal_robots,The rise of personal robots,Cynthia Breazeal
572915,355,rodney_brooks_robots_will_invade_our_lives,Robots will invade our lives,Rodney Brooks
572915,26073,kate_darling_why_we_have_an_emotional_connection_to_robots,Why we have an emotional connection to robots,Kate Darling
