id,slug,internalId,description,duration,presenterDisplayName,publishedAt
552753,molly_graham_forget_the_corporate_ladder_winners_take_risks,140319,"Success in your career looks different for everyone — but no matter your industry, you'll need to take risks. Company and community builder Molly Graham shares three key skills to learn before jumping off the metaphorical cliff, outlining a path off the corporate ladder and into true professional and personal growth.",571,Molly Graham,2024-12-03T15:59:51Z
554577,lawrence_bernstein_the_trick_to_powerful_public_speaking,141240,"Why do so many of us get nervous when public speaking? Communication expert Lawrence Bernstein says the key to dealing with the pressure is as simple as having a casual chat. He introduces the ""coffee shop test"" as a way to help you overcome nerves, connect with your audience and deliver a message that truly resonates.",878,Lawrence Bernstein,2024-12-02T15:53:08Z
555991,ted_health_a_healthier_you_a_5_step_guide_to_better_doctor_visits,141972,"On TED Health, Dr. Shoshana Ungerleider is taking you on a special journey to embrace your healthiest self. Join her and experts from across the healthcare space for our “A Healthier You” series, where we dive deeper into ideas and knowledge that could change the way you think about health — from your heart to your brain to your gut.

Up first: how to advocate for yourself. The doctor’s office can be an intimidating place, and it can leave patients confused or worried. But it doesn’t have to be like that! In this episode, Shoshana shares how she’s navigated a recent medical experience and breaks down some key strategies to use at the doctor’s office to get the care you need — and deserve.",680,TED Health,2024-12-04T17:33:51Z
545606,june_jo_lee_our_savory_spicy_significant_relationship_with_food,137745,"Exploring the rich meaning behind what we choose to eat, food ethnographer June Jo Lee unpacks how our ""modern hungers"" — or our deepest desires and need for connection — inform every bite. She decodes what Gen Z's palate says about the present moment and the shape of the future.",493,June Jo Lee,2024-11-27T16:05:43Z
554281,monica_malta_how_community_led_research_drives_social_change,141061,"What's the best way to develop and implement solutions to social problems? TED Fellow and human rights activist Monica Malta discusses why traditional, top-down policymaking often fails by excluding key voices and missing root causes. She shows why community-based participatory research — a method that empowers communities to co-create solutions to their own challenges — taps into the resilience and strength of everyday people to be leaders of change.",443,Monica Malta,2024-11-27T16:05:34Z
552521,am_i_normal_with_mona_chalabi_how_many_friends_do_i_need,140232,"How many relationships should we maintain, and what are the different kinds of friendships we need anyway? In this episode of Am I Normal?,  a podcast from the TED Audio Collective, data scientist Mona Chalabi asks evolutionary psychologist Robin Dunbar what he's learned from been studying social relationships for 50 years. Then, Mona maps out her own relationships against the averages -- and invites you to do the same.",1344,Am I Normal? with Mona Chalabi,2024-11-27T17:38:37Z
547053,aaron_perzanowski_why_don_t_companies_want_you_to_repair_your_stuff,138317,"Today, some companies are working hard to prevent consumers from repairing products on their own. In many cases, repair can only be done by the original manufacturer, if at all. With limited repair options available, we end up buying new and throwing more items out. So, how exactly do companies prevent repair? And what can consumers do about it? Aaron Perzanowski investigates. [Directed by Nick Hilditch, narrated by Addison Anderson].",343,Aaron Perzanowski,2024-11-26T16:03:58Z
554575,max_jaderberg_how_ai_is_saving_billions_of_years_of_human_research_time,141239,"Can AI compress the yearslong research time of a PhD into seconds? Research scientist Max Jaderberg explores how “AI analogs” simulate real-world lab work with staggering speed and scale, unlocking new insights on protein folding and drug discovery. Drawing on his experience working on Isomorphic Labs' and Google DeepMind's AlphaFold 3 — an AI model for predicting the structure of molecules — Jaderberg explains how this new technology frees up researchers' time and resources to better understand the real, messy world and tackle the next frontiers of science, medicine and more.",1038,Max Jaderberg,2024-11-26T15:54:33Z
553436,scott_shigeoka_can_curiosity_heal_division,140572,"Curiosity is about seeking what unites us rather than clinging to what divides us, says author and curiosity expert Scott Shigeoka. Drawing on his research into fostering connection and healing division, he shares what he learned traveling across the US meeting people with views opposing his own — and shows why recognizing our shared humanity begins with getting curious.",517,Scott Shigeoka,2024-11-26T15:50:44Z
554279,snow_raven_how_i_imitate_nature_s_voices,141060,"You're about to hear the sounds of several different creatures — from the voice of one single musician. In a spellbinding talk and performance, singer Snow Raven mimics the hoot of an owl, the grumble of a bear, the howl of a wolf and more.",475,Snow Raven,2024-11-25T15:58:32Z
554559,bob_mankoff_can_ai_master_the_art_of_humor,141238,"Can artificial intelligence be funny, or is comedy a uniquely human trait? In this witty and insightful talk, cartoonist Bob Mankoff explores the art of humor, the evolution of AI and what happens when the two collide.",875,Bob Mankoff,2024-11-25T15:54:20Z
554361,scarlet_keys_why_do_you_love_your_favorite_songs,141086,Songs are the soundtrack of our lives. But why exactly do they make us feel the way they do? Songwriter Scarlet Keys sits down at a piano to deconstruct the tools musicians use to make a melody unforgettable — from tone and repetition to lyrics and chords — and sheds light on music's ability to transform moments into memories.,1151,Scarlet Keys,2024-11-22T15:39:28Z
554553,rethinking_with_adam_grant_yuval_noah_harari_on_what_history_teaches_us_about_justice_and_peace,141237,"Yuval Noah Harari is a historian best known for his book ""Sapiens"", which has sold more than 25 million copies and has been translated into 65 languages. Adam and Yuval examine the power of stories in shaping humanity’s success, discuss the tension between justice and peace, and reconsider the true purpose of studying history. Yuval’s latest book, “Unstoppable Us, Volume 2: Why The World Isn’t Fair” is for young readers and it’s out now.



Transcripts for ReThinking are available at go.ted.com/RWAGscripts ",2471,ReThinking with Adam Grant,2024-11-22T18:42:13Z
546521,helianti_hilman_the_foods_humanity_forgot_and_how_we_re_bringing_them_back,138089,"Nutritious crops aren't getting to the people who need nutrition most, even in one of the most fertile places on Earth: Indonesia. Exploring some of the forgotten foods from the country's more than 17,000 islands, food entrepreneur Helianti Hillman explains why centering food policy on biodiversity, rather than monoculture, is the key to healthier people and a healthier planet.",435,Helianti Hilman,2024-11-21T16:09:35Z
529225,anna_rothschild_what_staying_up_all_night_does_to_your_brain,129908,"You’re just one history final away from a relaxing spring break. But you still have so much to study! You decide to follow in the footsteps of many students before you, and pull an all-nighter. So, what happens to your brain when you stay up all night? And does cramming like this actually help you prepare for a test? Anna Rothschild explores how a sleepless night impacts your cognitive function. [Directed by Biljana Labović, narrated by Jack Cutmore-Scott, music by Salil Bhayani, cAMP Studio].",318,Anna Rothschild,2024-11-21T16:03:08Z
552524,stephanie_r_yates_anyabwile_your_relationship_expectations_could_be_holding_you_back,140233,"What if the secret to a happy relationship isn’t following the rules, but rewriting them? In this refreshing talk, couples therapist Stephanie R. Yates-Anyabwile explores why letting go of traditional societal expectations of romantic relationships — like sharing the same routines or even, in some cases, living together — can help couples embrace their individuality, reduce conflict and build stronger, more fulfilling connections.",506,Stephanie R. Yates-Anyabwile,2024-11-20T15:43:24Z
551212,alex_rosenthal_can_you_solve_the_trickster_god_riddle,139865,"Ragnarok has been raging for far too long; many gods and heroes have fallen, and the rest can barely stand. Loki, his bright eyes dimmed by exhaustion, asks to meet. He proposes that you and he settle the conflict with a game atop a sacred table engraved with your names. Can you beat the infamous trickster and win the right to rule the new world? Alex Rosenthal shows how. [Directed by Igor Ćorić, Artrake Studio, narrated by Addison Anderson, music by Cem Misirlioglu].",340,Alex Rosenthal,2024-11-19T16:13:00Z
552760,dave_raggio_ask_dumb_questions_embrace_mistakes_and_other_lessons_on_innovation,140321,"To launch new initiatives within the confines of a large corporation, you'll need to work with the system, not against it, says ""intrapreneur"" Dave Raggio. He shares three lessons on innovation he learned the hard way — so you don't have to. (Made in partnership with Intuit)",382,Dave Raggio,2024-11-19T15:58:07Z
553513,dana_r_fisher_how_to_be_an_apocalyptic_optimist,140640,"Dana R. Fisher calls herself an ""apocalyptic optimist"" based on her research as a sociologist of large social movements. Her studies suggest that ever-increasing climate disasters will get people out in the streets demanding the action we need. She breaks down how to cultivate resilience to catastrophe in yourself and your community — and how to rally for change in the face of seemingly intractable problems.",586,Dana R. Fisher,2024-11-19T15:52:55Z
547179,katsuhiko_hayashi_a_mouse_with_two_dads_and_a_new_frontier_for_biology,138369,"You're familiar with the story: a sperm and an egg meet to create an embryo, which has the potential to give rise to new life. But what if you could create a sperm or egg from any cell, even a single skin cell? Biologist Katsuhiko Hayashi discusses the science of in vitro gametogenesis (IVG) — an experimental technique for creating lab-made sperm or eggs out of just about any type of cell — and explores its implications for endangered species, human reproduction and more.",493,Katsuhiko Hayashi,2024-11-18T16:35:20Z
553438,thomas_dohmke_can_europe_win_the_age_of_ai,140573,"GitHub CEO Thomas Dohmke discusses Europe's readiness to lead the next era of AI innovation, examining how the continent's tech ecosystems stack up against those in the US. In conversation with TEDAI Vienna co-curator Vlad Gozman, Dohmke explains the three key shifts that will help Europe thrive in the age of AI — and shows how GitHub's initiatives can empower anyone to build new ideas around the world.",1162,Thomas Dohmke,2024-11-15T15:51:12Z
553730,fixable_unsolicited_advice_can_the_democratic_party_move_fast_and_fix_things,140760,"The Democratic Party lost big in the 2024 election cycle. What are the lessons party leaders should take from what happened? In this special Unsolicited Advice episode, Anne and Frances share their thoughts on how the Democratic Party failed to understand what voters needed most. They explore how the party can identify its underlying problems, rebuild trust, and craft a rigorous and optimistic way forward – skills all leaders need in a complex, fast-moving world.  ",1823,Fixable,2024-11-15T19:44:18Z
546347,sarah_stroud_and_michael_vazquez_this_could_save_lives_but_are_you_willing_to_do_it,138025,"Your government has introduced a plan to address record-breaking rates of traffic tickets and deadly hovercar accidents. They propose assigning “driver credit scores” to every citizen, but would need to install cameras and microphones in every vehicle. While it would make the roads safer, is this undeniable benefit worth the cost to drivers’ privacy? Michael Vazquez and Sarah Stroud investigate. [Directed by Jeff Le Bars, JetPropulsion.space, narrated by Addison Anderson, music by Stephen LaRosa].",313,Sarah Stroud and Michael Vazquez,2024-11-14T16:14:00Z
553120,neeraj_aggarwal_k_pop_cutting_edge_tech_and_other_ways_asia_is_shaping_the_world,140436,"For a long time, the conveyor belt of ideas moved from the West to the East, says business strategy expert Neeraj Aggarwal. But now, Asia’s rising cultural and intellectual influence is redefining this established order. He explores how Asia’s booming culture and economy — from K-pop to cutting-edge tech — is sparking creative solutions to global challenges and reshaping the future in unexpected ways.
",647,Neeraj Aggarwal,2024-11-14T15:52:05Z
548273,sam_kass_a_menu_of_foods_we_might_lose_forever,138980,"What does a warming planet mean for the foods you love? Hosting a dinner party that features a menu of foods that could disappear within our lifetimes, culinary entrepreneur Sam Kass invites us to chew on the reality of climate change by exploring the things — like chocolate and coffee — it puts at risk.",710,Sam Kass,2024-11-14T15:48:10Z
553107,jennifer_golbeck_is_ai_progress_stuck,140425,"Will progress in artificial intelligence continue to accelerate, or have we already hit a plateau? Computer scientist Jennifer Golbeck interrogates some of the most high-profile claims about the promises and pitfalls of AI, cutting through the hype to clarify what's worth getting excited about — and what isn't.",736,Jennifer Golbeck,2024-11-13T15:46:27Z
548462,umit_kurt_ugly_history_the_armenian_genocide,139077,"When an Armenian resistance movement began to form in the 19th century, Sultan Abdul Hamid II took decisive action. He led the Hamidian Massacres— a relentless campaign of violence that killed over 150,000 Armenians. These massacres were the culmination of centuries of oppression, yet they were only the beginning of an even greater tragedy. Ümit Kurt uncovers the history of the Armenian Genocide. [Directed by Héloïse Dorsan-Rachet, narrated by Adrian Dannatt, music by Dan Yessian, Yessian Music].",440,Ümit Kurt,2024-11-12T16:06:09Z
552751,rhaina_cohen_why_friendship_can_be_just_as_meaningful_as_romantic_love,140318,"We tend to consider romantic partners and family ties to be our most important relationships, but deep friendships can be just as meaningful. In a perspective-shifting talk, author Rhaina Cohen introduces us to the people unsettling norms by choosing a friend as a life partner — and shows why we're all better off recognizing there's more than one kind of significant other.",554,Rhaina Cohen,2024-11-12T15:37:51Z
547177,karthik_muralidharan_why_spending_smarter_beats_bigger_budgets,138368,"Billions of dollars are poured into global development every year, but results are lacking, says economist Karthik Muralidharan. Diving into an example with public education, he outlines how smarter resource allocation and evidence-based interventions, like learning software that dynamically responds to students and teaches at the level that's right for them, can accelerate global development worldwide — not by spending more, but by spending smarter.",764,Karthik Muralidharan,2024-11-11T15:54:37Z
552698,ian_bremmer_trump_s_2024_election_win_and_what_s_next,140317,"In this in-depth discussion on the implications of Donald Trump’s re-election as US president, geopolitical expert Ian Bremmer explores the key issues that shaped the result — as well as the coming shifts in US foreign policy, from the Russia-Ukraine conflict to the US-China relationship and the Middle East. Learn more about the economic pressures, complex global dynamics and central personalities (including Elon Musk) that will define a second Trump presidency. (This live conversation, recorded on November 7, 2024, was hosted by TED’s Helen Walters.)",2701,Ian Bremmer,2024-11-09T14:50:10Z
551560,shu_takada_yo_have_you_ever_seen_a_yo_yo_dance_like_this,139964,"A six-time world yo-yo champion, Shu Takada is spinning his dreams into reality. Watch how he turns a humble pastime into a mesmerizing art form, blending yo-yo wizardry with dance and acrobatics.",307,Shu Takada,2024-11-08T15:53:46Z
552167,alexander_h_toledo_how_does_kidney_transplant_surgery_work,140094,"In 1954, Joseph Murray attempted a type of kidney swap that no doctor had tried before. The surgery was a success, and the patient would go on to live with the transplanted organ thanks to one key factor: it came from his identical twin. 70 years later, nearly 100,000 kidneys are transplanted annually in the US alone. So how does this surgery work today? Alexander H. Toledo explains the procedure. [Directed by Biljana Labović, narrated by Addison Anderson].",299,Alexander H. Toledo,2024-11-07T16:09:33Z
544424,hrund_gunnsteinsdottir_listen_to_your_intuition_it_can_help_you_navigate_the_future,137123,"""Intuition helps us see the big picture,"" says filmmaker and sustainability leader Hrund Gunnsteinsdóttir. Reflecting on her work at the UN, she outlines three ways innsæi (the Icelandic word for ""intuition"") can help humanity face our greatest existential threats — urging us to use our inner wisdom as a guide for essential change..",528,Hrund Gunnsteinsdóttir,2024-11-07T15:56:57Z
552691,how_to_be_a_better_human_the_meaning_of_embodiment_w_prentis_hemphill,140316,"We often forget that our bodies and minds are fundamentally connected. But so much of our day-to-day lives are influenced by the state of our bodies. The mind-body connection is at the heart of the work of this week’s guest, Prentis Hemphill. Prentis is a therapist, somatics teacher, author, and the founder of The Embodiment Institute. Prentis joins Chris to talk through what it means to be fully present in your body and how embodiment can improve your understanding of yourself – and the world around you.

For the full text transcript, visit go.ted.com/BHTranscripts    ",2255,How to Be a Better Human,2024-11-07T21:20:07Z
551235,teri_hofford_why_you_think_you_look_bad_in_photos,139886,Do you hate having your photo taken? Portrait photographer Teri Hofford is here to change your mind. She unpacks why you may think you look bad in photos — and how to boost your confidence for those moments captured on camera.,804,Teri Hofford,2024-11-06T15:52:42Z
549389,dan_kwartler_the_real_reason_polio_is_so_dangerous,139429,"In 1952, polio was everywhere: killing or paralyzing roughly half a million people annually. Yet just 10 years later, paralytic polio cases in the US dropped by 96% and we were on track to get rid of polio for good. But in recent years, the virus started striking back. So, what’s behind these recent spikes? Explore the dangers of poliovirus and the possibility of eradicating this deadly disease. [Directed by Anton Bogaty, narrated by Addison Anderson, music by Stephen LaRosa].",376,Dan Kwartler,2024-11-05T16:22:14Z
549033,ketakandriana_rafitoson_democracy_is_being_tested_citizen_assemblies_can_help,139340,"How can everyday people help foster and protect democracy? Detailing her work fighting for people power as an activist in Madagascar, Ketakandriana Rafitoson discusses how citizen assemblies — meetings where ordinary citizens get educated about democracy — empower communities to protect their rights, debate important civic questions and take action to create a brighter future.",863,Ketakandriana Rafitoson,2024-11-05T15:49:03Z
551528,joon_silverstein_luxury_not_landfill_the_waste_free_future_of_fashion,139960,"Fashion is a huge part of the world's waste problem, but it doesn't have to be. Coachtopia founder Joon Silverstein shows how her company creates new designs from the waste products of another, a circular process that cuts the need for new raw materials — and rethinks what qualifies as ""luxury."" (Made in partnership with Coachtopia)",673,Joon Silverstein,2024-11-04T16:00:36Z
549417,wendy_suzuki_what_are_the_keys_to_a_better_quality_of_life,139430,"Neuroscientist and NYU professor Wendy Suzuki thinks deeply about the brain and shares insights into her three key factors: physical fitness, mental wellness and financial fitness.",121,Wendy Suzuki,2024-10-31T19:05:46Z
551459,leopoldo_lopez_how_to_defend_democracy_and_fight_autocracy,139914,"Seventy-two percent of the world's population lives under some sort of autocratic rule, says freedom fighter Leopoldo Lopez. In a rousing call to defend democracy worldwide, he shares the story of his imprisonment and exile for leading the movement against Venezuela's authoritarian regime — and shares his vision for uniting across borders to champion freedom and stamp out autocracy.",1109,Leopoldo Lopez,2024-10-31T17:18:54Z
548943,iseult_gillespie_the_curse_of_the_monkey_s_paw,139302,"Sergeant-Major Morris regaled his friends with epic tales from faraway lands— until one asked about an artifact the Sergeant had alluded to. Slowly, he produced the object: a mummified monkey’s paw. He explained that a holy man had imbued the paw with the power to grant three wishes to three men. But each wish comes with chilling consequences. Iseult Gillespie shares the tale of the monkey’s paw. [Directed by Kayu Leung, narrated by Jack Cutmore-Scott, music by Red Stems Music].",374,Iseult Gillespie,2024-10-31T15:28:38Z
548284,nikolaus_s_lang_5_ways_leaders_can_adapt_to_shifting_geopolitics,138990,"What will the world look like in 2030? International business consultant Nikolaus S. Lang predicts the evolution of a multipolar world, with multiple emerging coalitions of countries acting in new ways to achieve their economic, technological and military goals. He dives into what this will mean for the global economy, offering five tips for business leaders to prepare for the coming geopolitical landscape.",775,Nikolaus S. Lang,2024-10-31T14:55:57Z
549045,lawrence_lessig_how_ai_could_hack_democracy,139351,"Does AI pose a threat to democracy? Law professor Lawrence Lessig dissects how this emerging technology could influence democratic institutions, warning that we’ve already passed a point (before superintelligence or AGI) that deserves a lot more attention.",1155,Lawrence Lessig,2024-10-31T14:55:42Z
549279,elle_cordova_poetry_and_music_that_reaches_across_the_digital_void,139363,"In this whimsical talk and performance, musician and comedian Elle Cordova ponders what happened before the Big Bang. She’s then joined by guitarist Toni Lindgren for the original song “Carl Sagan,” exploring social media, human connection and how we’re all just reaching out like stars in the night sky.",418,Elle Cordova,2024-10-30T14:49:04Z
548464,carolyn_beans_how_do_heat_waves_affect_your_body,139078,"In many parts of the world heat waves are happening more often with greater intensity and for longer durations. By 2050, Earth’s mid-latitudes could be experiencing extreme heat between 90 and 180 days a year, with tropical regions enduring even more. So how hot is too hot, and what can people do to handle the heat? Carolyn Beans digs into how heat waves affect your body. [Directed by Reza Riahi, narrated by Adrian Dannatt, music by Saba Alizadeh].",345,Carolyn Beans,2024-10-29T15:13:19Z
549283,malcolm_gladwell_the_tipping_point_i_got_wrong,139364,"In his 2000 bestseller ""The Tipping Point,"" Malcolm Gladwell told the story of why crime fell in New York City in the 1990s. Now, 25 years later, he's back with a confession and a mea culpa: ""I was wrong,"" he says. He shares how his analysis contributed to the rise of the infamous ""stop and frisk"" policing policy in New York City — and shows why journalists should avoid the trap of imagining a story is ever really over. (Followed by a Q&A with TED's Monique Ruff-Bell)",1004,Malcolm Gladwell,2024-10-29T14:54:26Z
550582,goodbye_monkey_s_a_n_sentient_advocate_of_nature,139541,"In a universe not unlike ours, a tech-environmentalist group claims to have created an AI that is the direct “voice of the earth,” a computer connected via electrodes to the mycelium network under an ancient forest named S.A.N (Sentient Advocate of Nature). The film imagines what nature thinks of human impact on the planet, as a renowned reporter conducts a world-first interview with S.A.N.",643,GoodBye Monkey,2024-10-29T14:02:34Z
548286,kiah_williams_3_reasons_why_medications_are_so_expensive_in_the_us,138991,"A century after its discovery, insulin remain essential in treating diabetes, and has a relatively low production cost, with a vial generally costing less than $6 to make. But those in the US pay on average 10 times more than those in other countries— leading some patients to take less than prescribed. Kiah Williams takes a look at the US supply chain to explore why medications are so expensive. [Directed by Tolga Yıldız, Serin İnan, Kozmonot Animation Studio, narrated by Christina Greer, music by Tolga Yıldız].",300,Kiah Williams,2024-10-24T15:03:57Z
549352,franziska_trautmann_your_empty_wine_bottle_could_help_rebuild_coastlines,139428,What if you could take something as tiny as a grain of sand — and as common as a glass bottle — and use it to tackle the climate crisis? Waste alchemist Franziska Trautmann shares how the spark of an idea turned into a large-scale operation helping restore the eroded shores of Louisiana and beyond. (Created in collaboration with Ignite Talks),332,Franziska Trautmann,2024-10-24T15:01:35Z
548271,daniel_hallak_networking_doesn_t_have_to_feel_gross,138979,"Networking doesn’t always have to feel like a self-serving transaction, says executive coach Daniel Hallak. Highlighting the importance of focusing on giving rather than taking when it comes to making connections, he outlines a mindset shift to help you build better relationships — in a way that doesn't feel gross.",848,Daniel Hallak,2024-10-23T14:45:14Z
547664,alex_rosenthal_the_dungeon_master_s_riddle,138644,"Yet another party of adventurers has broken into your lair to slay your minions and steal your treasures. Judging by the trail of destruction, you’re up against a fighter, a rogue, and a cleric. The first two won’t be a problem for a powerful necromancer like you— but the clerics' spells are trouble. Can you figure out which adventurer is the cleric before it’s too late? Alex Rosenthal shows how. [Directed by Igor Ćorić, Artrake Studio, narrated by Addison Anderson, music by Cem Misirlioglu].",303,Alex Rosenthal,2024-10-22T15:04:04Z
547094,ramin_hasani_how_a_worm_could_save_humanity_from_bad_ai,138320,"What if AI could think and adapt like a real brain? TED Fellow and AI scientist Ramin Hasani shares how liquid neural networks — a new, more flexible AI technology inspired by physics and living brains — could transform how we solve complex problems.",244,Ramin Hasani,2024-10-14T13:43:15Z
546035,gonzalo_munoz_a_food_system_that_fights_climate_change_instead_of_causing_it,137925,"Here's a wild stat: nearly one-third of the world's food production goes to waste each year, a major contributor to the climate crisis. Farmer and UN climate champion Gonzalo Muñoz sheds light on the international negotiations aimed at turning the food system into a climate solution, rather than part of the problem — and shows the progress already underway.",523,Gonzalo Muñoz,2024-10-22T14:56:47Z
546537,cliff_kapono_and_keolu_fox_could_we_replace_data_centers_with_plant_dna,138090,Is it possible to meet the world's seemingly infinite demand for data storage while also caring for the natural environment? Biomedical researcher Keolu Fox and professional surfer and scientist Cliff Kapono believe that Indigenous knowledge combined with the science of genetics may offer such a solution: using the DNA of plant cells (like those found in sugar cane) as mini data warehouses. Learn more about the incredible potential of this technology — and how it could help foster ecosystem resilience in a high-tech world.,606,Cliff Kapono and Keolu Fox,2024-10-21T14:51:23Z
547845,jon_m_chu_why_creativity_thrives_on_challenges,138752,"Filmmaker Jon M. Chu has enjoyed an incredible run of success, directing films like ""Crazy Rich Asians,"" ""In the Heights"" and the highly anticipated adaptation of ""Wicked"" in theaters soon. But he wasn't always sure he'd make it big. In a wide-ranging conversation, Chu gives his thoughts on nurturing creativity, embracing failure and finding inspiration in your upbringing — as well as some key leadership lessons from his new memoir, ""Viewfinder."" (This live conversation was hosted by TED's Whitney Pennington Rodgers. Visit ted.com/membership to support TED today and join more exclusive events like this one.)",3402,Jon M. Chu,2024-10-18T14:58:01Z
544420,gaya_herrington_will_the_end_of_economic_growth_come_by_design_or_disaster,137120,"What if solving poverty, caring for nature and fostering well-being were the ultimate goals of the economy, instead of growth for its own sake? Environmentalist and economist Gaya Herrington proposes a shift in thinking from ""never enough"" to ""enough for each,"" asking us to contemplate whether the end of exponential growth on a finite planet will come by design — or disaster.",878,Gaya Herrington,2024-10-18T14:46:41Z
548173,paul_cj_taylor_what_are_those_colors_you_see_when_you_rub_your_eyes,138929,"In the 1600s, Isaac Newton conducted a series of experiments to better understand the lights and colors that sometimes appear when your eyes are closed. If you’ve ever sat around an evening campfire or unintentionally glanced at the Sun, you may have noticed illuminated patterns briefly dance along your vision. So how do these visual illusions form? Paul Taylor explores the science of afterimages. [Directed by Sofia Pashaei, narrated by Alexandra Panzer, music by Cem Misirlioglu, WORKPLAYWORK].",301,Paul CJ Taylor,2024-10-17T15:02:50Z
545464,felipe_sanchez_luna_a_sonic_journey_through_the_universe,137637,"In an astounding sonic experience, creative director Felipe Sánchez Luna takes you on a journey through the universe as told in sound. Take a deep breath, listen closely and discover the power of sound to provide you with a new emotional understanding of the world.",604,Felipe Sánchez Luna,2024-10-17T14:53:12Z
542925,stephanie_winters_reflections,136426,"Cellist Stephanie Winters performs a moving suite titled “Reflections,” which excerpts the Sarabande dance movement from J.S. Bach’s cello suites.",388,Stephanie Winters,2024-10-17T14:03:30Z
547277,chris_duffy_how_to_be_an_adult_and_how_to_raise_one_w_julie_lythcott_haims,138439,"Whether it’s grades and test scores, cushy jobs or big salaries, our ideas of “success” tend to be incredibly narrow and often start incredibly early. Julie Lythcott-Haims is a New York Times bestselling author and former Dean of Freshmen at Stanford, and she is dedicated to helping people reconsider what really makes a happy, “successful” adult. Julie shares wisdom for parents and anyone who has been parented on why it’s crucial to question societal expectations, how to find your own path and why empathy towards yourself and others are the true key to loving who you’ll grow up to be. For the full text transcript, visit go.ted.com/BHTranscripts",2067,Chris Duffy,2024-10-17T14:43:46Z
547587,giorgia_lupi_what_long_covid_taught_me_about_life_and_data,138596,"Data isn't just about numbers or trends — it's about capturing the stories that shape our lives, says information designer Giorgia Lupi. Following a long COVID diagnosis, she tracked her symptoms meticulously over four years, the data culminating in a visual ""New York Times"" narrative that resonated deeply with many others suffering from chronic illness. Lupi invites us to consider data not as a rigid or objective truth, but as a living language used to better understand ourselves, offering a surprising shift in perspective — depending on where you look.",677,Giorgia Lupi,2024-10-16T14:56:09Z
546626,ji_hao_the_real_tale_of_the_monkey_king_in_heaven,138123,"While his disciples loved their roguish leader, Sun Wukong’s misadventures had spread chaos throughout the land. The Jade Emperor, watching from his throne in Heaven, decided he would no longer stand by as this monkey wreaked havoc across his domain. The Emperor decided the best way to maintain order was to keep a close eye on Sun Wukong. Ji Hao follows the Monkey King's exploits in Heaven. [Directed by Mohammad Babakoohi, Yijia Cao, narrated by Jack Cutmore-Scott, music by Aron Fard].",309,Ji Hao,2024-10-15T15:02:28Z
547987,eric_nuzum_why_don_t_vampires_cast_reflections_sep_2024,138844,"Exploring the history and evolution of vampire lore, author Eric Nuzum traces the origins of these spooky stories, from misunderstandings of death to the sparkly pop culture icons we know today. Beyond the fangs and garlic, he digs into the deeper, everyday fears that vampires reflect.",827,Eric Nuzum,2024-10-15T14:53:21Z
547092,joel_bervell_a_medical_mythbuster_s_mission_to_improve_health_care,138319,"Joel Bervell was one of the only Black students in his medical school program. After noticing how misconceptions about race were embedded in health care, he turned to social media to raise awareness about the harmful impact of biases in medicine. He unpacks the long history of race-based health care disparities — and shows what the medical field can do to better serve all patients.",351,Joel Bervell,2024-10-14T14:16:25Z
547111,paule_joseph_why_smell_matters_more_than_you_think,138328,TED Fellow and chemosensory researcher Paule Joseph unveils the hidden power of a sense that's too often overlooked: smell. She delves into the science behind smell — from how it evokes memory and emotion to its potential for early disease detection — and advocates for the creation of a baseline test for taste and smell that could open the door to more comprehensive health care.,312,Paule Joseph,2024-10-14T13:43:38Z
547109,erika_moore_why_do_some_bodies_respond_differently_to_disease,138327,"TED Fellow and equity bioengineer Erika Moore investigates how cells controlling inflammation behave differently depending on a patient's background. By focusing on the ""who"" behind the disease, Moore is uncovering why certain diseases disproportionately affect certain ethnicities, paving the way for more inclusive and effective health care.",270,Erika Moore,2024-10-14T13:43:35Z
547098,royal_ramey_from_prison_to_purpose_through_wildland_firefighting,138322,"When wildfires rage in California, incarcerated people are often on the front lines fighting the flames. TED Fellow Royal Ramey was one of them. He shares the story of how doing public service in prison inspired him to cofound the Forestry and Fire Recruitment Program, a nonprofit helping formerly incarcerated people become wildland firefighters — and find purpose along the way.",400,Royal Ramey,2024-10-14T13:43:21Z
547096,daro_sulakauri_a_lens_on_georgia_s_survival_in_the_shadow_of_a_superpower,138321,"""Georgia is not heard or seen in the world, and many don't even know the location of the country,"" says TED Fellow and photographer Daro Sulakauri. Through her striking photographs of life in the shadows of Russian occupation, she uses her camera to create a living archive of her home country and defend against the erasure of its borders, culture and history.",273,Daro Sulakauri,2024-10-14T13:43:18Z
547984,ian_bremmer_harris_vs_trump_and_what_s_at_stake_for_the_world,138843,"The result of the 2024 US presidential election will be critical for Americans and the world. In a fascinating conversation, geopolitical expert Ian Bremmer digs into proposed policies from Kamala Harris and Donald Trump and explores how they think about everything from foreign policy to immigration and the economy. Discover unexpected similarities and crucial differences between the candidates — and get ready for what's to come. (This live conversation, recorded October 10, 2024, was hosted by TED’s Helen Walters. Visit ted.com/membership to support TED today and join more exclusive events like this one.)",3247,Ian Bremmer,2024-10-14T13:24:57Z
546539,ja_collective_a_hypnotic_exploration_of_movement,138091,"Jordan Johnson and Aidan Carberry, the choreographic duo known as JA Collective, give a performance of dance and visual arts, alternating between abrupt and fluid, tense and dreamlike.",370,JA Collective,2024-10-11T14:46:58Z
