id,slug,speakers,title,url
565048,michael_bungay_stanier_how_to_tame_your_advice_monster_sep_2025,Michael Bungay Stanier,How to tame your advice monster,https://www.ted.com/talks/michael_bungay_stanier_how_to_tame_your_advice_monster_sep_2025
564725,kasley_killam_why_social_health_is_key_to_happiness_and_longevity,Kasley Killam,Why social health is key to happiness and longevity,https://www.ted.com/talks/kasley_killam_why_social_health_is_key_to_happiness_and_longevity
563312,kris_de_meyer_feeling_stuck_on_climate_change_here_s_what_to_do,Kris De Meyer,Feeling stuck on climate change? Here’s what to do,https://www.ted.com/talks/kris_de_meyer_feeling_stuck_on_climate_change_here_s_what_to_do
566114,anirudh_krishna_the_7_pillars_of_unlocking_potential,Anirudh Krishna,The 7 pillars of unlocking potential,https://www.ted.com/talks/anirudh_krishna_the_7_pillars_of_unlocking_potential
565782,elizabeth_cox_can_we_actually_control_superintelligent_ai_ada_ep_4,Elizabeth Cox,"Can we actually control superintelligent AI? | Ada, Ep. 4",https://www.ted.com/talks/elizabeth_cox_can_we_actually_control_superintelligent_ai_ada_ep_4
558470,giles_e_d_oldroyd_the_food_that_fertilizes_itself,Giles E.D. Oldroyd,The food that fertilizes itself,https://www.ted.com/talks/giles_e_d_oldroyd_the_food_that_fertilizes_itself
566061,faisal_saeed_al_mutar_a_fresh_approach_to_international_development,Faisal Saeed Al Mutar,A fresh approach to international development,https://www.ted.com/talks/faisal_saeed_al_mutar_a_fresh_approach_to_international_development
557687,fei_luo_collagen_s_dirty_secret_and_its_clean_future,Fei Luo,Collagen's dirty secret — and its clean future,https://www.ted.com/talks/fei_luo_collagen_s_dirty_secret_and_its_clean_future
564745,adam_zeman_can_you_see_images_in_your_mind_some_people_can_t,Adam Zeman,"Can you ""see"" images in your mind? Some people can't",https://www.ted.com/talks/adam_zeman_can_you_see_images_in_your_mind_some_people_can_t
566004,allison_o_brien_how_to_divorce_as_allies_not_enemies,Allison O'Brien,"How to divorce as allies, not enemies",https://www.ted.com/talks/allison_o_brien_how_to_divorce_as_allies_not_enemies
564491,elizabeth_cox_should_we_get_rid_of_pregnancy_ada_ep_3,Elizabeth Cox,"Should we get rid of pregnancy? | Ada, Ep. 3",https://www.ted.com/talks/elizabeth_cox_should_we_get_rid_of_pregnancy_ada_ep_3
565784,victor_riparbelli_will_ai_make_us_the_last_generation_to_read_and_write,Victor Riparbelli,Will AI make us the last generation to read and write?,https://www.ted.com/talks/victor_riparbelli_will_ai_make_us_the_last_generation_to_read_and_write
564303,emmanuel_acho_and_david_epstein_how_little_experiments_can_lead_to_big_success,Emmanuel Acho and David Epstein,How little experiments can lead to big success,https://www.ted.com/talks/emmanuel_acho_and_david_epstein_how_little_experiments_can_lead_to_big_success
564727,pattie_gonia_why_joy_is_a_serious_way_to_take_action,Pattie Gonia, Why joy is a serious way to take action,https://www.ted.com/talks/pattie_gonia_why_joy_is_a_serious_way_to_take_action
553375,iseult_gillespie_the_myth_of_ireland_s_most_infamous_love_triangle,Iseult Gillespie,The myth of Ireland's most infamous love triangle,https://www.ted.com/talks/iseult_gillespie_the_myth_of_ireland_s_most_infamous_love_triangle
564897,anathea_chino_the_power_shift_us_politics_needs,Anathea Chino,The power shift US politics needs,https://www.ted.com/talks/anathea_chino_the_power_shift_us_politics_needs
563991,natasha_rothwell_embrace_your_main_character_energy_with_natasha_rothwell_on_the_spot,Natasha Rothwell,Embrace your main character energy with Natasha Rothwell | On the Spot,https://www.ted.com/talks/natasha_rothwell_embrace_your_main_character_energy_with_natasha_rothwell_on_the_spot
564936,chris_anderson_a_bold_new_chapter_for_ted,Chris Anderson,A bold new chapter for TED,https://www.ted.com/talks/chris_anderson_a_bold_new_chapter_for_ted
564740,david_h_rosmarin_how_to_make_anxiety_your_friend,David H. Rosmarin,How to make anxiety your friend,https://www.ted.com/talks/david_h_rosmarin_how_to_make_anxiety_your_friend
564489,elizabeth_cox_would_you_sell_your_kidney_for_100_000_ada_ep_2,Elizabeth Cox,"Would you sell your kidney for $100,000? | Ada, Ep. 2",https://www.ted.com/talks/elizabeth_cox_would_you_sell_your_kidney_for_100_000_ada_ep_2
557037,amaryllis_liampoti_love_trust_and_marketing_in_the_age_of_ai,Amaryllis Liampoti,"Love, trust and marketing in the age of AI",https://www.ted.com/talks/amaryllis_liampoti_love_trust_and_marketing_in_the_age_of_ai
561608,elias_weiss_friedman_the_unique_love_between_humans_and_dogs,Elias Weiss Friedman,The unique love between humans and dogs,https://www.ted.com/talks/elias_weiss_friedman_the_unique_love_between_humans_and_dogs
564979,ted_health_a_healthier_you_a_cardiologist_s_guide_to_protecting_your_heart,TED Health,A Healthier You: A cardiologist's guide to protecting your heart,https://www.ted.com/talks/ted_health_a_healthier_you_a_cardiologist_s_guide_to_protecting_your_heart
564105,ted_countdown_ted_explores_food_for_the_future, TED Countdown,TED Explores: Food for the Future,https://www.ted.com/talks/ted_countdown_ted_explores_food_for_the_future
560004,jon_youshaei_is_perfectionism_just_procrastination_in_disguise,Jon Youshaei,Is perfectionism just procrastination in disguise?,https://www.ted.com/talks/jon_youshaei_is_perfectionism_just_procrastination_in_disguise
563989,shannon_odell_why_you_feel_stuck_and_how_to_get_motivated,Shannon Odell,Why you feel stuck — and how to get motivated,https://www.ted.com/talks/shannon_odell_why_you_feel_stuck_and_how_to_get_motivated
563709,surya_ganguli_can_ai_match_the_human_brain,Surya Ganguli,Can AI match the human brain?,https://www.ted.com/talks/surya_ganguli_can_ai_match_the_human_brain
549027,ethan_kross_do_you_talk_to_yourself_here_s_how_to_harness_your_inner_voice,Ethan Kross,Do you talk to yourself? Here’s how to harness your inner voice,https://www.ted.com/talks/ethan_kross_do_you_talk_to_yourself_here_s_how_to_harness_your_inner_voice
563582,jason_huang_the_high_wire_act_of_unlocking_clean_energy,Jason Huang,The high-wire act of unlocking clean energy,https://www.ted.com/talks/jason_huang_the_high_wire_act_of_unlocking_clean_energy
564124,elizabeth_cox_how_to_survive_the_apocalypse_ada_ep_1,Elizabeth Cox,"How to survive the apocalypse | Ada, Ep. 1",https://www.ted.com/talks/elizabeth_cox_how_to_survive_the_apocalypse_ada_ep_1
563537,jenny_hoyos_the_secret_to_telling_a_great_story_in_less_than_60_seconds,Jenny Hoyos,The secret to telling a great story — in less than 60 seconds,https://www.ted.com/talks/jenny_hoyos_the_secret_to_telling_a_great_story_in_less_than_60_seconds
563460,christine_blume_why_daylight_is_the_secret_to_great_sleep,Christine Blume,Why daylight is the secret to great sleep,https://www.ted.com/talks/christine_blume_why_daylight_is_the_secret_to_great_sleep
555877,david_suh_why_body_language_is_the_key_to_self_expression_and_hot_selfies,David Suh,Why body language is the key to self-expression — and hot selfies,https://www.ted.com/talks/david_suh_why_body_language_is_the_key_to_self_expression_and_hot_selfies
562982,anna_rothschild_is_the_amazon_rainforest_disappearing,Anna Rothschild,Is the Amazon Rainforest disappearing?,https://www.ted.com/talks/anna_rothschild_is_the_amazon_rainforest_disappearing
562754,lisa_kaltenegger_are_we_alone_in_the_universe_we_re_close_to_finding_out,Lisa Kaltenegger,Are we alone in the universe? We're close to finding out,https://www.ted.com/talks/lisa_kaltenegger_are_we_alone_in_the_universe_we_re_close_to_finding_out
561606,riccardo_loconte_what_if_ai_could_spot_your_lies,Riccardo Loconte,What if AI could spot your lies?,https://www.ted.com/talks/riccardo_loconte_what_if_ai_could_spot_your_lies
556122,elise_hu_how_digital_culture_is_reshaping_our_faces_and_bodies,Elise Hu,How digital culture is reshaping our faces and bodies,https://www.ted.com/talks/elise_hu_how_digital_culture_is_reshaping_our_faces_and_bodies
562853,margaux_miller_6_ways_to_make_better_connections_online,Margaux Miller,6 ways to make better connections online,https://www.ted.com/talks/margaux_miller_6_ways_to_make_better_connections_online
563056,judy_sewards_rethinking_healthcare_access_for_everyone,Judy Sewards,Rethinking healthcare access — for everyone,https://www.ted.com/talks/judy_sewards_rethinking_healthcare_access_for_everyone
562391,sajan_saini_and_george_zaidan_have_we_reached_the_limit_of_computer_power,Sajan Saini and George Zaidan,Have we reached the limit of computer power?,https://www.ted.com/talks/sajan_saini_and_george_zaidan_have_we_reached_the_limit_of_computer_power
554298,alex_amouyel_can_salad_dressing_transform_capitalism,Alex Amouyel,Can salad dressing transform capitalism?,https://www.ted.com/talks/alex_amouyel_can_salad_dressing_transform_capitalism
562004,greg_de_temmerman_climate_progress_isn_t_a_sprint_it_s_a_marathon,Greg De Temmerman,Climate progress isn't a sprint — it's a marathon,https://www.ted.com/talks/greg_de_temmerman_climate_progress_isn_t_a_sprint_it_s_a_marathon
557132,hei_man_chan_what_actually_causes_high_cholesterol,Hei Man Chan,What actually causes high cholesterol?,https://www.ted.com/talks/hei_man_chan_what_actually_causes_high_cholesterol
562728,aravind_srinivas_how_ai_will_answer_questions_we_haven_t_thought_to_ask,Aravind Srinivas,How AI will answer questions we haven't thought to ask,https://www.ted.com/talks/aravind_srinivas_how_ai_will_answer_questions_we_haven_t_thought_to_ask
561914,baron_ryan_confessions_of_a_recovering_people_pleaser,Baron Ryan,Confessions of a recovering people pleaser,https://www.ted.com/talks/baron_ryan_confessions_of_a_recovering_people_pleaser
561604,julian_schilliger_and_youssef_nader_how_ai_is_decoding_ancient_scrolls,Julian Schilliger and Youssef Nader,How AI is decoding ancient scrolls,https://www.ted.com/talks/julian_schilliger_and_youssef_nader_how_ai_is_decoding_ancient_scrolls
554332,danielle_butcher_franz_i_m_a_conservative_and_i_care_about_the_climate_too,Danielle Butcher Franz,"I’m a conservative — and I care about the climate, too",https://www.ted.com/talks/danielle_butcher_franz_i_m_a_conservative_and_i_care_about_the_climate_too
556611,max_g_levy_the_history_of_the_world_according_to_rats,Max G. Levy,The history of the world according to rats,https://www.ted.com/talks/max_g_levy_the_history_of_the_world_according_to_rats
557559,amy_shoenthal_how_to_turn_setbacks_into_success,Amy Shoenthal,How to turn setbacks into success,https://www.ted.com/talks/amy_shoenthal_how_to_turn_setbacks_into_success
553124,raja_rajamannar_the_art_of_marketing_for_good,Raja Rajamannar,The art of marketing — for good,https://www.ted.com/talks/raja_rajamannar_the_art_of_marketing_for_good
554978,avani_prabhakar_how_distributed_work_can_unlock_your_potential,Avani Prabhakar,How distributed work can unlock your potential,https://www.ted.com/talks/avani_prabhakar_how_distributed_work_can_unlock_your_potential
558004,jenell_johnson_one_of_the_most_controversial_medical_procedures_in_history,Jenell Johnson,One of the most controversial medical procedures in history,https://www.ted.com/talks/jenell_johnson_one_of_the_most_controversial_medical_procedures_in_history
547107,mohamed_aburawi_a_hospital_in_the_cloud_bringing_health_care_anywhere_in_the_world,Mohamed Aburawi,A hospital in the cloud bringing health care anywhere in the world,https://www.ted.com/talks/mohamed_aburawi_a_hospital_in_the_cloud_bringing_health_care_anywhere_in_the_world
558052,jenny_chase_solar_energy_is_even_cheaper_than_you_think,Jenny Chase,Solar energy is even cheaper than you think,https://www.ted.com/talks/jenny_chase_solar_energy_is_even_cheaper_than_you_think
555881,irena_arslanova_does_your_heartbeat_shape_your_sense_of_time,Irena Arslanova,Does your heartbeat shape your sense of time? ,https://www.ted.com/talks/irena_arslanova_does_your_heartbeat_shape_your_sense_of_time
561209,clay_shirky_the_potential_us_tiktok_ban_and_what_s_at_stake,Clay Shirky,The potential US TikTok ban — and what's at stake,https://www.ted.com/talks/clay_shirky_the_potential_us_tiktok_ban_and_what_s_at_stake
553377,neil_bradbury_the_dark_history_of_arsenic,Neil Bradbury,The dark history of arsenic,https://www.ted.com/talks/neil_bradbury_the_dark_history_of_arsenic
552527,neveen_f_awad_how_ai_could_personalize_your_health_care,Neveen F. Awad,How AI could personalize your health care,https://www.ted.com/talks/neveen_f_awad_how_ai_could_personalize_your_health_care
558154,eugenia_kuyda_can_ai_companions_help_heal_loneliness,Eugenia Kuyda,Can AI companions help heal loneliness?,https://www.ted.com/talks/eugenia_kuyda_can_ai_companions_help_heal_loneliness
560240,ian_bremmer_the_biggest_global_risks_for_2025,Ian Bremmer,The biggest global risks for 2025,https://www.ted.com/talks/ian_bremmer_the_biggest_global_risks_for_2025
561189,design_matters_with_debbie_millman_colin_greenwood,Design Matters with Debbie Millman,Colin Greenwood,https://www.ted.com/talks/design_matters_with_debbie_millman_colin_greenwood
556631,peter_lorge_a_day_in_the_life_of_a_martial_artist_in_medieval_china,Peter Lorge,A day in the life of a martial artist in medieval China,https://www.ted.com/talks/peter_lorge_a_day_in_the_life_of_a_martial_artist_in_medieval_china
558621,adam_munder_how_ai_can_bridge_the_deaf_and_hearing_worlds,Adam Munder,How AI can bridge the Deaf and hearing worlds,https://www.ted.com/talks/adam_munder_how_ai_can_bridge_the_deaf_and_hearing_worlds
563314,rethinking_with_adam_grant_sam_altman_on_the_future_of_ai_and_humanity,ReThinking with Adam Grant,Sam Altman on the future of AI and humanity,https://www.ted.com/talks/rethinking_with_adam_grant_sam_altman_on_the_future_of_ai_and_humanity
557899,andy_jarvis_how_to_feed_10_billion_people_without_destroying_nature,Andy Jarvis,How to feed 10 billion people — without destroying nature,https://www.ted.com/talks/andy_jarvis_how_to_feed_10_billion_people_without_destroying_nature
547105,huiyi_lin_what_does_poverty_look_like_on_a_plate,Huiyi Lin,What does poverty look like on a plate?,https://www.ted.com/talks/huiyi_lin_what_does_poverty_look_like_on_a_plate
555931,shannon_odell_do_you_really_need_to_take_10_000_steps_a_day,Shannon Odell,"Do you really need to take 10,000 steps a day?",https://www.ted.com/talks/shannon_odell_do_you_really_need_to_take_10_000_steps_a_day
554982,simone_stolzoff_how_to_reclaim_your_life_from_work,Simone Stolzoff,How to reclaim your life from work,https://www.ted.com/talks/simone_stolzoff_how_to_reclaim_your_life_from_work
547103,sahba_aminikia_the_greatest_show_on_earth_for_kids_who_need_it_most,Sahba Aminikia,The greatest show on Earth — for kids who need it most,https://www.ted.com/talks/sahba_aminikia_the_greatest_show_on_earth_for_kids_who_need_it_most
557937,angus_hervey_break_the_bad_news_bubble_part_2,Angus Hervey,Break the bad news bubble (Part 2),https://www.ted.com/talks/angus_hervey_break_the_bad_news_bubble_part_2
557931,iseult_gillespie_how_some_friendships_last_and_others_don_t,Iseult Gillespie,How some friendships last — and others don’t,https://www.ted.com/talks/iseult_gillespie_how_some_friendships_last_and_others_don_t
557901,guy_winch_how_to_protect_your_emotional_health_during_the_holidays,Guy Winch,How to protect your emotional health during the holidays,https://www.ted.com/talks/guy_winch_how_to_protect_your_emotional_health_during_the_holidays
557034,adriana_galvan_3_reasons_to_take_risks_like_a_teenager,Adriana Galván,3 reasons to take risks like a teenager,https://www.ted.com/talks/adriana_galvan_3_reasons_to_take_risks_like_a_teenager
557032,joshua_amponsem_the_absurd_inequality_of_climate_work_and_how_to_fix_it,Joshua Amponsem,The absurd inequality of climate work — and how to fix it,https://www.ted.com/talks/joshua_amponsem_the_absurd_inequality_of_climate_work_and_how_to_fix_it
558215,how_to_be_a_better_human_why_you_should_start_thinking_about_death_w_alua_arthur,How to Be a Better Human,Why you should start thinking about death (w/ Alua Arthur),https://www.ted.com/talks/how_to_be_a_better_human_why_you_should_start_thinking_about_death_w_alua_arthur
555219,chin_teng_lin_the_mind_reading_potential_of_ai,Chin-Teng Lin,The mind-reading potential of AI,https://www.ted.com/talks/chin_teng_lin_the_mind_reading_potential_of_ai
558211,rethinking_with_adam_grant_how_to_be_productive_without_burnout_with_cal_newport,ReThinking with Adam Grant,How to be productive without burnout with Cal Newport,https://www.ted.com/talks/rethinking_with_adam_grant_how_to_be_productive_without_burnout_with_cal_newport
557127,ashley_ward_why_animals_help_each_other,Ashley Ward,Why animals help each other,https://www.ted.com/talks/ashley_ward_why_animals_help_each_other
557027,gabriella_lascano_can_you_love_your_body_and_still_want_to_change_it,Gabriella Lascano,Can you love your body — and still want to change it?,https://www.ted.com/talks/gabriella_lascano_can_you_love_your_body_and_still_want_to_change_it
556723,jonathan_reimer_how_to_make_big_decisions_in_challenging_circumstances,Jonathan Reimer,How to make big decisions in challenging circumstances,https://www.ted.com/talks/jonathan_reimer_how_to_make_big_decisions_in_challenging_circumstances
556392,martin_j_eppler_want_to_give_a_great_presentation_use_ugly_sketches,Martin J. Eppler,Want to give a great presentation? Use ugly sketches,https://www.ted.com/talks/martin_j_eppler_want_to_give_a_great_presentation_use_ugly_sketches
552755,xiuhtezcatl_careful_veils,Xiuhtezcatl,"""Careful"" / ""Veils""",https://www.ted.com/talks/xiuhtezcatl_careful_veils
553369,juwen_zhang_lady_meng_jiang_the_legend_of_the_woman_who_outwitted_an_evil_emperor,Juwen Zhang,Lady Meng Jiang: The legend of the woman who outwitted an evil emperor,https://www.ted.com/talks/juwen_zhang_lady_meng_jiang_the_legend_of_the_woman_who_outwitted_an_evil_emperor
556951,ac_coppens_kasley_killam_and_apolinario_passos_what_s_our_relationship_to_ai_it_s_complicated,"AC Coppens, Kasley Killam and Apolinário Passos",What's our relationship to AI? It's complicated,https://www.ted.com/talks/ac_coppens_kasley_killam_and_apolinario_passos_what_s_our_relationship_to_ai_it_s_complicated
551693,shalinee_sharma_4_steps_to_unlock_your_kid_s_math_potential,Shalinee Sharma,4 steps to unlock your kid's math potential,https://www.ted.com/talks/shalinee_sharma_4_steps_to_unlock_your_kid_s_math_potential
557030,the_ted_ai_show_humanity_s_first_ai_election_with_wired_s_vittoria_elliott,The TED AI Show,Humanity’s first AI election with WIRED's Vittoria Elliott ,https://www.ted.com/talks/the_ted_ai_show_humanity_s_first_ai_election_with_wired_s_vittoria_elliott
555545,shannon_odell_how_to_make_your_stress_work_for_you,Shannon Odell,How to make your stress work for you,https://www.ted.com/talks/shannon_odell_how_to_make_your_stress_work_for_you
547101,norah_magero_this_refrigerator_is_saving_lives,Norah Magero,This refrigerator is saving lives ,https://www.ted.com/talks/norah_magero_this_refrigerator_is_saving_lives
555217,katherine_saunders_why_your_body_fights_weight_loss,Katherine Saunders,Why your body fights weight loss,https://www.ted.com/talks/katherine_saunders_why_your_body_fights_weight_loss
556529,noam_brown_ai_won_t_plateau_if_we_give_it_time_to_think,Noam Brown,AI won't plateau — if we give it time to think,https://www.ted.com/talks/noam_brown_ai_won_t_plateau_if_we_give_it_time_to_think
554528,chris_byrne_how_your_childhood_toys_tell_your_life_story,Chris Byrne,How your childhood toys tell your life story,https://www.ted.com/talks/chris_byrne_how_your_childhood_toys_tell_your_life_story
556002,dundee_gouin_5_steps_to_build_your_financial_future,Dundee Gouin,5 steps to build your financial future,https://www.ted.com/talks/dundee_gouin_5_steps_to_build_your_financial_future
556004,jason_keam_we_rise_by_lifting_others,Jason Keam,We rise by lifting others,https://www.ted.com/talks/jason_keam_we_rise_by_lifting_others
554300,peter_schwartzstein_why_violence_is_rising_with_global_temperatures,Peter Schwartzstein,Why violence is rising with global temperatures,https://www.ted.com/talks/peter_schwartzstein_why_violence_is_rising_with_global_temperatures
557989,how_to_be_a_better_human_why_you_should_make_a_spectacle_out_of_life_w_lear_debessonet,How to Be a Better Human,Why you should make a spectacle out of life (w/ Lear deBessonet),https://www.ted.com/talks/how_to_be_a_better_human_why_you_should_make_a_spectacle_out_of_life_w_lear_debessonet
555211,cara_hunter_how_a_deepfake_almost_ruined_my_political_career,Cara Hunter,How a deepfake almost ruined my political career,https://www.ted.com/talks/cara_hunter_how_a_deepfake_almost_ruined_my_political_career
556000,andrej_levin_why_do_we_still_negotiate_the_price_of_cars,Andrej Levin,Why do we still negotiate the price of cars?,https://www.ted.com/talks/andrej_levin_why_do_we_still_negotiate_the_price_of_cars
554551,max_g_levy_how_scientists_are_creating_real_life_invisibility_cloaks,Max G. Levy,How scientists are creating real-life invisibility cloaks,https://www.ted.com/talks/max_g_levy_how_scientists_are_creating_real_life_invisibility_cloaks
547589,nila_ibrahimi_the_song_that_sparked_a_movement_in_afghanistan,Nila Ibrahimi,The song that sparked a movement in Afghanistan,https://www.ted.com/talks/nila_ibrahimi_the_song_that_sparked_a_movement_in_afghanistan
558001,fixable_friction_101_how_to_make_the_right_things_easier_and_wrong_things_harder_w_bob_sutton_and_huggy_rao,Fixable,Friction 101: How to make the right things easier and wrong things harder (w/ Bob Sutton and Huggy Rao) ,https://www.ted.com/talks/fixable_friction_101_how_to_make_the_right_things_easier_and_wrong_things_harder_w_bob_sutton_and_huggy_rao
558017,body_stuff_with_jen_gunter_can_i_speed_up_my_metabolism,Body Stuff with Jen Gunter,Can I speed up my metabolism?,https://www.ted.com/talks/body_stuff_with_jen_gunter_can_i_speed_up_my_metabolism
548518,lily_yeh_how_art_transforms_brokenness_into_beauty,Lily Yeh,How art transforms brokenness into beauty,https://www.ted.com/talks/lily_yeh_how_art_transforms_brokenness_into_beauty
555215,vidhya_ramalingam_the_real_world_danger_of_online_myths,Vidhya Ramalingam,The real-world danger of online myths,https://www.ted.com/talks/vidhya_ramalingam_the_real_world_danger_of_online_myths
554289,emma_bryce_how_are_these_fires_burning_underground,Emma Bryce,How are these fires burning underground?,https://www.ted.com/talks/emma_bryce_how_are_these_fires_burning_underground
552753,molly_graham_forget_the_corporate_ladder_winners_take_risks,Molly Graham,Forget the corporate ladder — winners take risks,https://www.ted.com/talks/molly_graham_forget_the_corporate_ladder_winners_take_risks
554577,lawrence_bernstein_the_trick_to_powerful_public_speaking,Lawrence Bernstein,The trick to powerful public speaking,https://www.ted.com/talks/lawrence_bernstein_the_trick_to_powerful_public_speaking
555991,ted_health_a_healthier_you_a_5_step_guide_to_better_doctor_visits,TED Health,A Healthier You: A 5-step guide to better doctor visits,https://www.ted.com/talks/ted_health_a_healthier_you_a_5_step_guide_to_better_doctor_visits
545606,june_jo_lee_our_savory_spicy_significant_relationship_with_food,June Jo Lee,"Our savory, spicy, significant relationship with food",https://www.ted.com/talks/june_jo_lee_our_savory_spicy_significant_relationship_with_food
554281,monica_malta_how_community_led_research_drives_social_change,Monica Malta,How community-led research drives social change,https://www.ted.com/talks/monica_malta_how_community_led_research_drives_social_change
552521,am_i_normal_with_mona_chalabi_how_many_friends_do_i_need,Am I Normal? with Mona Chalabi,How many friends do I need?,https://www.ted.com/talks/am_i_normal_with_mona_chalabi_how_many_friends_do_i_need
547053,aaron_perzanowski_why_don_t_companies_want_you_to_repair_your_stuff,Aaron Perzanowski,Why don’t companies want you to repair your stuff?,https://www.ted.com/talks/aaron_perzanowski_why_don_t_companies_want_you_to_repair_your_stuff
554575,max_jaderberg_how_ai_is_saving_billions_of_years_of_human_research_time,Max Jaderberg,How AI is saving billions of years of human research time,https://www.ted.com/talks/max_jaderberg_how_ai_is_saving_billions_of_years_of_human_research_time
553436,scott_shigeoka_can_curiosity_heal_division,Scott Shigeoka,Can curiosity heal division?,https://www.ted.com/talks/scott_shigeoka_can_curiosity_heal_division
554279,snow_raven_how_i_imitate_nature_s_voices,Snow Raven,How I imitate nature's voices,https://www.ted.com/talks/snow_raven_how_i_imitate_nature_s_voices
554559,bob_mankoff_can_ai_master_the_art_of_humor,Bob Mankoff,Can AI master the art of humor?,https://www.ted.com/talks/bob_mankoff_can_ai_master_the_art_of_humor
554361,scarlet_keys_why_do_you_love_your_favorite_songs,Scarlet Keys,Why do you love your favorite songs?,https://www.ted.com/talks/scarlet_keys_why_do_you_love_your_favorite_songs
554553,rethinking_with_adam_grant_yuval_noah_harari_on_what_history_teaches_us_about_justice_and_peace,ReThinking with Adam Grant,Yuval Noah Harari on what history teaches us about justice and peace ,https://www.ted.com/talks/rethinking_with_adam_grant_yuval_noah_harari_on_what_history_teaches_us_about_justice_and_peace
546521,helianti_hilman_the_foods_humanity_forgot_and_how_we_re_bringing_them_back,Helianti Hilman,The foods humanity forgot — and how we're bringing them back,https://www.ted.com/talks/helianti_hilman_the_foods_humanity_forgot_and_how_we_re_bringing_them_back
529225,anna_rothschild_what_staying_up_all_night_does_to_your_brain,Anna Rothschild,What staying up all night does to your brain,https://www.ted.com/talks/anna_rothschild_what_staying_up_all_night_does_to_your_brain
552524,stephanie_r_yates_anyabwile_your_relationship_expectations_could_be_holding_you_back,Stephanie R. Yates-Anyabwile,Your relationship expectations could be holding you back,https://www.ted.com/talks/stephanie_r_yates_anyabwile_your_relationship_expectations_could_be_holding_you_back
551212,alex_rosenthal_can_you_solve_the_trickster_god_riddle,Alex Rosenthal,Can you solve the trickster god riddle?,https://www.ted.com/talks/alex_rosenthal_can_you_solve_the_trickster_god_riddle
552760,dave_raggio_ask_dumb_questions_embrace_mistakes_and_other_lessons_on_innovation,Dave Raggio,"Ask dumb questions, embrace mistakes — and other lessons on innovation",https://www.ted.com/talks/dave_raggio_ask_dumb_questions_embrace_mistakes_and_other_lessons_on_innovation
553513,dana_r_fisher_how_to_be_an_apocalyptic_optimist,Dana R. Fisher,"How to be an ""apocalyptic optimist""",https://www.ted.com/talks/dana_r_fisher_how_to_be_an_apocalyptic_optimist
547179,katsuhiko_hayashi_a_mouse_with_two_dads_and_a_new_frontier_for_biology,Katsuhiko Hayashi,A mouse with two dads — and a new frontier for biology,https://www.ted.com/talks/katsuhiko_hayashi_a_mouse_with_two_dads_and_a_new_frontier_for_biology
553438,thomas_dohmke_can_europe_win_the_age_of_ai,Thomas Dohmke,Can Europe win the age of AI?,https://www.ted.com/talks/thomas_dohmke_can_europe_win_the_age_of_ai
553730,fixable_unsolicited_advice_can_the_democratic_party_move_fast_and_fix_things,Fixable,Unsolicited Advice: Can the Democratic Party move fast and fix things?,https://www.ted.com/talks/fixable_unsolicited_advice_can_the_democratic_party_move_fast_and_fix_things
546347,sarah_stroud_and_michael_vazquez_this_could_save_lives_but_are_you_willing_to_do_it,Sarah Stroud and Michael Vazquez,This could save lives— but are you willing to do it?,https://www.ted.com/talks/sarah_stroud_and_michael_vazquez_this_could_save_lives_but_are_you_willing_to_do_it
553120,neeraj_aggarwal_k_pop_cutting_edge_tech_and_other_ways_asia_is_shaping_the_world,Neeraj Aggarwal,"K-pop, cutting-edge tech and other ways Asia is shaping the world",https://www.ted.com/talks/neeraj_aggarwal_k_pop_cutting_edge_tech_and_other_ways_asia_is_shaping_the_world
548273,sam_kass_a_menu_of_foods_we_might_lose_forever,Sam Kass,A menu of foods we might lose forever,https://www.ted.com/talks/sam_kass_a_menu_of_foods_we_might_lose_forever
553107,jennifer_golbeck_is_ai_progress_stuck,Jennifer Golbeck,Is AI progress stuck?,https://www.ted.com/talks/jennifer_golbeck_is_ai_progress_stuck
548462,umit_kurt_ugly_history_the_armenian_genocide,Ümit Kurt,Ugly History: The Armenian Genocide,https://www.ted.com/talks/umit_kurt_ugly_history_the_armenian_genocide
552751,rhaina_cohen_why_friendship_can_be_just_as_meaningful_as_romantic_love,Rhaina Cohen,Why friendship can be just as meaningful as romantic love,https://www.ted.com/talks/rhaina_cohen_why_friendship_can_be_just_as_meaningful_as_romantic_love
547177,karthik_muralidharan_why_spending_smarter_beats_bigger_budgets,Karthik Muralidharan,Why spending smarter beats bigger budgets,https://www.ted.com/talks/karthik_muralidharan_why_spending_smarter_beats_bigger_budgets
552698,ian_bremmer_trump_s_2024_election_win_and_what_s_next,Ian Bremmer,Trump’s 2024 election win — and what’s next,https://www.ted.com/talks/ian_bremmer_trump_s_2024_election_win_and_what_s_next
551560,shu_takada_yo_have_you_ever_seen_a_yo_yo_dance_like_this,Shu Takada,Yo! Have you ever seen a yo-yo dance like this?,https://www.ted.com/talks/shu_takada_yo_have_you_ever_seen_a_yo_yo_dance_like_this
552167,alexander_h_toledo_how_does_kidney_transplant_surgery_work,Alexander H. Toledo,How does kidney transplant surgery work?,https://www.ted.com/talks/alexander_h_toledo_how_does_kidney_transplant_surgery_work
544424,hrund_gunnsteinsdottir_listen_to_your_intuition_it_can_help_you_navigate_the_future,Hrund Gunnsteinsdóttir,Listen to your intuition — it can help you navigate the future,https://www.ted.com/talks/hrund_gunnsteinsdottir_listen_to_your_intuition_it_can_help_you_navigate_the_future
